category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,sign,Enriched group
Organismal Systems,Environmental adaptation,mmu04710,Circadian rhythm - Mus musculus (house mouse),9/416,34/9577,0.264705882,6.093962104,6.340448784,1.01E-05,0.000746262,0.000605685,Prkag3/Nr1d1/Per1/Nr1d2/Prkaa2/Per3/Bhlhe41/Skp1/Dbp,9,yes,Mild
Environmental Information Processing,Signal transduction,mmu04020,Calcium signaling pathway - Mus musculus (house mouse),27/416,255/9577,0.105882353,2.437584842,4.958111831,1.59E-05,0.000866382,0.000703178,Casq1/Trdn/Mrln/Flt4/Adcy1/Adcy3/P2rx6/Mylk/Gnal/Gna14/Phkg1/Mylk2/Cckar/Atp2b3/Mylk3/Chrm1/Phka1/Phkb/Hrc/Plcb4/Ltb4r2/Chrm2/Plcb1/Cacna1c/Camk2b/Grin2a/Erbb4,27,yes,Mild
Organismal Systems,Endocrine system,mmu04911,Insulin secretion - Mus musculus (house mouse),14/416,86/9577,0.162790698,3.747707961,5.454200556,1.77E-05,0.000866382,0.000703178,Kcnn3/Atp1a2/Atp1a4/Adcy1/Adcy3/Adcy5/Cckar/Rab3a/Kcnmb2/Plcb4/Plcb1/Cacna1c/Camk2b/Kcnma1,14,yes,Mild
Metabolism,Xenobiotics biodegradation and metabolism,mmu00980,Metabolism of xenobiotics by cytochrome P450 - Mus musculus (house mouse),13/416,76/9577,0.171052632,3.937911184,5.47933801,2.04E-05,0.000866382,0.000703178,Gstm5/Mgst1/Dhdh/Gsto1/Cbr2/Mgst3/Gsta4/Cyp2f2/Ugt1a6a/Adh7/Gsta2/Gstm6/Adh1,13,yes,Mild
Organismal Systems,Endocrine system,mmu04921,Oxytocin signaling pathway - Mus musculus (house mouse),19/416,154/9577,0.123376623,2.840331543,4.906017888,3.67E-05,0.001281213,0.001039865,Prkag3/Adcy1/Adcy3/Mylk/Adcy5/Mylk2/Prkaa2/Mylk3/Eef2k/Plcb4/Cacna2d1/Gucy1a2/Pla2g4f/Plcb1/Cacna1c/Camk2b/Myl9/Ccnd1/Ppp1r12b,19,yes,Mild
Environmental Information Processing,Signal transduction,mmu04024,cAMP signaling pathway - Mus musculus (house mouse),24/416,224/9577,0.107142857,2.466603709,4.732914002,3.88E-05,0.001281213,0.001039865,Atp1a2/Atp1a4/Rac3/Vip/Adcy1/Adcy3/Adcy5/Gpha2/Gli1/Atp2b3/Pde4a/Hcn4/Chrm1/Npy1r/Fxyd1/Kcnk2/Adora1/Chrm2/Cacna1c/Camk2b/Grin2a/Hhip/Myl9/Bves,24,yes,Mild
Organismal Systems,Circulatory system,mmu04270,Vascular smooth muscle contraction - Mus musculus (house mouse),18/416,144/9577,0.125,2.877704327,4.837832507,4.93E-05,0.001462901,0.001187327,Myh11/Adcy1/Adcy3/Mylk/Adcy5/Mylk2/Mylk3/Pla2g3/Kcnmb2/Plcb4/Gucy1a2/Pla2g4f/Plcb1/Cacna1c/Prkg1/Kcnma1/Myl9/Ppp1r12b,18,yes,Mild
Organismal Systems,Digestive system,mmu04974,Protein digestion and absorption - Mus musculus (house mouse),15/416,108/9577,0.138888889,3.197449252,4.893797178,6.18E-05,0.001668242,0.001353987,Col5a3/Atp1a2/Atp1a4/Ace2/Col6a2/Col14a1/Col7a1/Col19a1/Col4a6/Col4a5/Col16a1/Col27a1/Col8a2/Col8a1/Col28a1,15,yes,Mild
Organismal Systems,Digestive system,mmu04971,Gastric acid secretion - Mus musculus (house mouse),12/416,75/9577,0.16,3.683461538,4.971481024,8.37E-05,0.002071701,0.001681444,Atp1a2/Atp1a4/Adcy1/Adcy3/Mylk/Adcy5/Mylk2/Mylk3/Kcnk2/Plcb4/Plcb1/Camk2b,12,yes,Mild
Environmental Information Processing,Signal transduction,mmu04022,cGMP-PKG signaling pathway - Mus musculus (house mouse),19/416,172/9577,0.110465116,2.543087545,4.351537012,0.000165444,0.003779757,0.003067745,Atp1a2/Atp1a4/Adcy1/Adcy3/Mylk/Adcy5/Mylk2/Atp2b3/Mylk3/Kcnmb2/Plcb4/Gucy1a2/Adora1/Plcb1/Cacna1c/Prkg1/Adra2b/Kcnma1/Myl9,19,yes,Mild
Metabolism,Xenobiotics biodegradation and metabolism,mmu00983,Drug metabolism - other enzymes - Mus musculus (house mouse),13/416,95/9577,0.136842105,3.150328947,4.48832215,0.000220482,0.004677358,0.003796261,Gstm5/Mgst1/Gsto1/Mgst3/Ces1f/Ces2g/Ces2e/Gsta4/Ces2b/Ugt1a6a/Gsta2/Ces1e/Gstm6,13,yes,Mild
Metabolism,Xenobiotics biodegradation and metabolism,mmu00982,Drug metabolism - cytochrome P450 - Mus musculus (house mouse),11/416,72/9577,0.152777778,3.517194177,4.568505989,0.000251135,0.004972468,0.00403578,Gstm5/Mgst1/Gsto1/Mgst3/Fmo3/Gsta4/Ugt1a6a/Adh7/Gsta2/Gstm6/Adh1,11,yes,Mild
Organismal Systems,Environmental adaptation,mmu04713,Circadian entrainment - Mus musculus (house mouse),13/416,99/9577,0.131313131,3.023042929,4.311532223,0.000333917,0.006198331,0.00503072,Adcy1/Adcy3/Per1/Adcy5/Per3/Plcb4/Gucy1a2/Plcb1/Cacna1c/Prkg1/Camk2b/Grin2a/Gng8,13,yes,Mild
Organismal Systems,Digestive system,mmu04970,Salivary secretion - Mus musculus (house mouse),12/416,87/9577,0.137931034,3.175397878,4.343426864,0.000354955,0.006201265,0.005033102,Atp1a2/Atp1a4/Adcy1/Adcy3/Adcy5/Atp2b3/Plcb4/Gucy1a2/Plcb1/Prkg1/Kcnma1/Lyz1,12,yes,Mild
Metabolism,Metabolism of other amino acids,mmu00480,Glutathione metabolism - Mus musculus (house mouse),10/416,73/9577,0.136986301,3.153648577,3.935957019,0.001147838,0.018431749,0.014959669,Gstm5/Mgst1/Gsto1/Lancl1/Mgst3/Idh2/Gsta4/Gpx2/Gsta2/Gstm6,10,yes,Mild
Human Diseases,Cardiovascular disease,mmu05412,Arrhythmogenic right ventricular cardiomyopathy - Mus musculus (house mouse),11/416,86/9577,0.127906977,2.944627683,3.860086132,0.001179135,0.018431749,0.014959669,Lama2/Sgcd/Itgb4/Dtna/Sspn/Cacna2d1/Dmd/Cacna1c/Actn2/Dsp/Ctnna3,11,yes,Mild
Cellular Processes,Cellular community - eukaryotes,mmu04510,Focal adhesion - Mus musculus (house mouse),19/416,202/9577,0.094059406,2.165401276,3.567244098,0.001241655,0.01843858,0.014965213,Rac3/Lama2/Col6a2/Shc2/Flt4/Itgb4/Mylk/Thbs2/Mylk2/Col4a6/Col4a5/Pak3/Mylk3/Rasgrf1/Tnxb/Reln/Myl9/Ccnd1/Ppp1r12b,19,yes,Mild
Organismal Systems,Nervous system,mmu04724,Glutamatergic synapse - Mus musculus (house mouse),13/416,116/9577,0.112068966,2.580010776,3.648277079,0.001524009,0.021553841,0.017493637,Adcy1/Adcy3/Adcy5/Homer2/Shank2/Plcb4/Pla2g4f/Plcb1/Cacna1c/Grik2/Grin2a/Gng8/Slc17a7,13,yes,Mild
Human Diseases,Cardiovascular disease,mmu05414,Dilated cardiomyopathy - Mus musculus (house mouse),12/416,103/9577,0.116504854,2.682132188,3.657457901,0.001637842,0.022110867,0.017945733,Lama2/Sgcd/Adcy1/Adcy3/Itgb4/Adcy5/Dtna/Sspn/Cacna2d1/Dmd/Cacna1c/Actc1,12,yes,Mild
Metabolism,Nucleotide metabolism,mmu00230,Purine metabolism - Mus musculus (house mouse),14/416,134/9577,0.104477612,2.405245408,3.490734927,0.002004771,0.025887693,0.021011099,Gmpr/Enpp3/Adcy1/Guk1/Adcy3/Entpd4b/Adcy5/Ak8/Papss1/Ak4/Pde4a/Ak7/Gucy1a2/Entpd4,14,yes,Mild
Environmental Information Processing,Signal transduction,mmu04371,Apelin signaling pathway - Mus musculus (house mouse),14/416,139/9577,0.100719424,2.318725789,3.337253562,0.002824461,0.034952702,0.028368488,Prkag3/Ccn2/Adcy1/Adcy3/Mylk/Adcy5/Mylk2/Prkaa2/Mylk3/Plcb4/Aplnr/Plcb1/Gng8/Ccnd1,14,yes,Mild
Metabolism,Metabolism of cofactors and vitamins,mmu00730,Thiamine metabolism - Mus musculus (house mouse),4/416,15/9577,0.266666667,6.139102564,4.244493155,0.00326905,0.038521541,0.031265046,Ak8/Ak4/Tpk1/Ak7,4,yes,Mild
Environmental Information Processing,Signal transduction,mmu04340,Hedgehog signaling pathway - Mus musculus (house mouse),8/416,58/9577,0.137931034,3.175397878,3.540986951,0.003372256,0.038521541,0.031265046,Gli1/Evc/Hhatl/Gpr161/Megf8/Gas1/Hhip/Ccnd1,8,yes,Mild
Environmental Information Processing,Signal transduction,mmu04310,Wnt signaling pathway - Mus musculus (house mouse),16/416,175/9577,0.091428571,2.104835165,3.143212059,0.003897064,0.042112527,0.03417958,Serpinf1/Rac3/Lgr5/Wif1/Sfrp4/Wnt2b/Porcn/Skp1/Wnt4/Plcb4/Lgr6/Fzd4/Lgr4/Plcb1/Camk2b/Ccnd1,16,yes,Mild
Human Diseases,Cardiovascular disease,mmu05410,Hypertrophic cardiomyopathy - Mus musculus (house mouse),11/416,100/9577,0.11,2.532379808,3.282451159,0.003970205,0.042112527,0.03417958,Prkag3/Lama2/Sgcd/Itgb4/Dtna/Prkaa2/Sspn/Cacna2d1/Dmd/Cacna1c/Actc1,11,yes,Mild
